Math_S11,Critical Reading_S11,Citizen Competencies_S11,Biology_S11,English_S11,Quantitative Reasoning_PRO,Critical Reading_PRO,Citizen Competencies_PRO,English_PRO,Written Communication_PRO,Formulation of Engineering Projects_PRO,Cluster,Efficient
70,71,73,82,90,98,97,93,98,26,224,0,0
58,59,67,62,55,94,66,91,69,58,182,0,1
69,74,56,61,55,75,54,48,75,44,148,0,0
65,61,62,68,59,100,94,95,74,10,172,0,1
77,54,51,61,46,96,98,88,79,81,213,0,1
81,74,77,87,60,100,98,86,86,28,175,0,0
77,57,60,63,52,82,95,80,64,84,172,0,1
71,71,62,66,72,80,92,90,77,53,173,0,1
81,66,58,71,62,100,99,64,86,43,203,0,1
87,59,67,64,70,99,81,95,85,98,150,0,1
57,60,70,65,70,71,79,61,90,73,134,0,1
70,64,73,69,55,100,85,86,70,67,158,0,1
64,62,55,65,49,94,79,59,80,49,194,0,1
88,66,58,78,76,98,80,100,82,79,121,0,0
78,53,67,75,65,98,95,82,90,53,172,0,1
68,66,62,66,57,97,95,30,79,14,155,0,0
69,55,56,72,60,96,84,43,71,72,136,0,1
65,63,62,63,67,97,91,86,77,97,142,0,1
67,60,58,65,68,94,70,69,91,83,164,0,1
64,64,58,67,72,90,84,83,88,93,161,0,1
68,63,67,55,80,96,50,69,85,55,169,0,0
63,54,56,66,80,98,50,17,85,40,118,0,0
88,66,64,75,54,97,76,76,83,52,185,0,0
78,77,64,68,76,96,100,95,91,18,166,0,0
57,58,67,74,68,99,46,89,87,70,170,0,1
68,61,62,68,67,97,94,8,86,36,173,0,0
54,72,64,57,49,93,77,84,52,64,170,0,1
60,56,58,61,68,75,68,74,75,47,199,0,1
68,67,64,69,58,71,79,84,76,1,1,0,0
74,66,60,64,65,86,92,21,76,65,158,0,0
64,54,58,63,58,96,69,72,66,51,135,0,1
73,71,70,69,82,100,86,88,98,26,88,0,0
77,68,70,66,70,93,92,92,93,21,93,0,0
70,81,67,63,59,76,95,99,59,46,167,0,0
76,81,70,87,67,99,98,99,92,93,186,0,1
59,60,64,64,57,93,67,83,82,88,158,0,1
49,54,51,55,52,68,83,67,68,90,149,0,1
73,74,82,81,50,98,82,96,58,35,217,0,0
74,57,48,74,52,85,83,86,77,75,189,0,1
74,71,73,75,68,90,92,88,80,98,178,0,1
71,72,67,74,59,100,86,56,74,98,98,0,1
73,66,67,82,44,97,81,75,24,6,165,0,0
70,81,67,78,72,94,94,90,51,9,165,0,0
71,74,70,82,85,95,92,93,99,98,201,0,1
61,55,77,60,59,66,64,41,38,92,143,0,0
73,52,65,67,78,96,39,57,83,8,70,0,0
64,58,67,74,46,96,86,73,64,34,147,0,1
77,64,67,72,70,100,62,71,80,80,171,0,1
73,71,62,69,68,98,73,79,86,81,173,0,1
71,69,70,81,90,99,94,88,98,21,180,0,0
74,64,60,62,52,87,86,75,75,37,129,0,1
71,53,50,59,52,84,86,10,71,94,142,0,1
64,74,67,61,82,97,83,83,89,85,177,0,1
63,77,62,68,50,80,66,93,64,81,187,0,1
63,57,62,65,52,84,61,64,70,78,156,0,1
57,60,73,58,80,88,82,80,86,66,66,0,1
57,71,70,63,48,68,70,74,64,80,151,0,1
45,54,49,61,70,68,67,71,83,25,169,0,1
73,64,65,64,58,93,92,95,80,40,185,0,1
65,56,70,62,40,97,60,54,78,26,145,0,1
64,60,58,56,59,94,67,37,83,67,147,0,1
65,69,60,69,85,95,97,82,94,73,168,0,1
70,74,70,87,80,89,90,98,94,98,195,0,1
63,56,67,62,54,89,21,73,72,100,185,0,1
68,72,67,69,68,92,81,77,80,62,212,0,1
73,69,82,65,78,98,82,78,89,95,146,0,1
61,62,60,70,80,96,94,77,84,78,78,0,1
95,66,60,69,74,98,98,76,89,93,93,0,0
68,81,77,75,82,68,89,85,94,40,134,0,0
73,57,67,72,100,98,95,98,99,77,174,0,1
73,71,77,71,90,100,99,96,95,89,188,0,1
57,64,82,72,48,75,62,84,62,55,62,0,0
58,56,65,66,57,80,73,84,74,81,173,0,1
87,87,77,81,80,100,90,100,92,52,207,0,0
71,62,56,72,68,58,65,51,75,36,36,0,0
70,74,62,61,59,92,87,4,87,47,47,0,0
82,64,73,70,50,92,69,88,58,63,159,0,0
74,53,60,60,60,100,95,38,91,6,159,0,0
66,62,60,64,57,93,39,11,93,72,72,0,0
67,66,73,61,50,96,77,5,78,65,151,0,0
81,74,65,68,65,100,98,85,81,40,223,0,1
73,64,58,74,53,96,30,74,52,85,127,0,0
73,68,70,75,85,99,96,85,90,77,165,0,1
69,53,60,72,52,64,85,96,58,15,168,0,0
68,54,55,66,48,91,89,60,59,38,149,0,1
58,68,82,62,59,81,92,12,86,47,72,0,0
71,69,77,68,64,100,94,89,90,86,192,0,1
76,64,77,87,85,99,95,100,96,76,182,0,0
49,59,56,58,72,60,67,87,94,96,159,0,1
65,72,67,71,67,93,92,82,73,76,196,0,1
71,63,62,63,67,85,73,81,79,53,81,0,0
66,56,62,68,82,98,48,73,88,60,170,0,1
70,74,70,74,64,96,95,92,84,86,92,0,1
70,69,77,71,70,99,89,98,87,88,98,0,1
78,53,67,78,43,92,52,58,61,64,140,0,0
87,72,77,87,100,100,95,92,96,81,205,0,0
81,68,82,72,95,95,77,10,93,6,179,0,0
70,66,62,66,85,94,60,82,99,97,155,0,1
68,61,60,65,42,61,56,68,80,60,60,0,0
64,62,60,65,82,77,52,69,86,100,157,0,1
70,66,58,66,64,94,69,8,81,58,149,0,0
69,69,56,66,74,66,82,82,94,80,165,0,1
73,77,82,87,90,99,98,100,98,56,217,0,0
64,66,67,65,65,84,85,16,83,92,171,0,0
73,54,51,71,76,89,94,84,100,4,156,0,0
68,57,62,66,74,95,73,91,88,93,155,0,1
68,68,70,58,62,72,40,79,67,75,168,0,0
56,71,65,64,65,86,80,52,76,47,156,0,0
64,64,67,74,72,90,98,88,96,67,192,0,1
70,61,60,68,54,100,94,36,59,96,166,0,1
81,71,67,71,95,89,96,97,98,51,160,0,0
65,67,70,63,85,46,74,92,95,71,124,0,0
55,60,62,63,68,42,69,71,94,34,188,0,0
67,71,62,71,55,98,98,47,79,100,182,0,1
53,64,56,60,54,61,68,76,47,98,153,0,1
73,61,65,66,76,97,83,92,91,17,206,0,1
62,58,67,65,60,93,93,96,80,63,63,0,1
53,55,50,50,54,88,54,59,68,88,149,0,1
60,50,60,60,68,64,70,75,84,45,166,0,1
77,87,70,81,58,99,98,90,92,28,184,0,0
63,59,60,64,90,73,34,50,98,17,131,0,0
54,54,45,56,50,83,73,72,78,77,129,0,1
68,54,70,70,57,96,75,76,81,71,206,0,1
100,81,77,100,90,100,98,98,100,55,210,0,0
74,69,82,70,90,92,80,84,90,22,162,0,0
60,54,55,69,46,97,56,85,73,85,179,0,1
81,62,58,71,49,88,69,94,79,68,198,0,1
63,61,65,62,59,78,75,80,84,88,192,0,1
74,65,70,69,72,86,98,85,88,69,178,0,1
69,71,67,68,57,99,95,95,79,47,183,0,1
71,55,60,72,58,90,90,48,86,86,157,0,1
58,57,62,62,55,93,62,67,43,72,187,0,1
63,59,62,64,62,96,94,77,84,87,163,0,1
67,74,70,63,67,73,90,47,84,75,169,0,0
77,63,58,61,78,98,83,79,79,72,177,0,1
67,64,60,71,74,97,96,76,97,54,144,0,1
65,65,62,65,85,72,64,76,95,84,184,0,1
81,74,56,69,76,99,91,81,75,58,81,0,0
56,65,58,67,60,71,64,78,73,17,160,0,0
61,59,60,65,60,98,62,69,83,94,83,0,1
70,81,67,61,74,100,96,95,92,62,172,0,1
73,64,55,65,70,85,53,74,85,63,138,0,0
62,54,56,60,49,99,94,85,66,29,155,0,1
81,71,65,65,72,100,89,98,90,28,219,0,1
87,75,73,81,80,99,100,88,92,91,199,0,0
53,62,67,62,68,84,66,83,82,80,80,0,1
68,61,70,71,53,96,43,51,55,64,163,0,0
51,59,70,67,52,96,60,29,81,46,46,0,0
69,62,62,78,80,96,96,78,91,10,163,0,0
64,64,67,74,82,64,76,6,95,85,171,0,0
65,61,58,71,64,98,79,76,64,7,117,0,0
62,62,53,61,85,63,76,59,96,42,135,0,0
78,69,67,75,82,99,94,76,96,7,184,0,0
95,62,65,67,74,95,86,78,97,77,77,0,0
61,77,67,68,46,100,91,90,54,27,212,0,1
71,49,54,75,48,82,77,71,62,86,195,0,1
68,71,67,72,46,84,76,33,62,63,128,0,0
77,66,62,62,67,97,42,72,79,33,145,0,0
67,66,73,81,95,94,87,95,94,78,178,0,0
53,62,64,47,52,92,67,82,35,83,166,0,1
66,66,67,66,82,86,88,74,95,29,140,0,0
78,58,62,70,65,84,60,21,63,90,176,0,0
73,59,60,68,52,100,96,74,89,19,166,0,1
68,61,62,64,67,83,82,87,72,91,164,0,1
81,58,62,69,60,81,73,69,89,90,90,0,1
61,57,64,52,80,90,97,74,88,98,98,0,1
68,66,70,72,58,86,71,76,86,50,154,0,1
65,64,67,66,53,93,98,65,12,56,123,0,0
74,75,64,87,76,99,85,98,85,99,209,0,1
77,63,58,63,54,91,60,55,63,14,195,0,0
76,77,77,87,60,100,93,99,73,80,214,0,1
87,78,70,77,67,92,91,87,85,86,182,0,0
71,66,70,66,70,100,100,90,92,68,68,0,1
63,55,77,58,39,79,45,65,63,93,118,0,1
68,59,67,71,59,97,82,71,77,58,71,0,1
73,71,70,87,85,99,81,91,94,14,14,0,0
78,74,58,62,72,96,64,79,97,27,124,0,0
87,75,62,71,85,100,92,93,92,63,63,0,0
70,64,60,75,59,95,92,81,63,92,196,0,1
82,62,64,78,72,98,89,62,93,18,164,0,0
61,67,58,69,48,85,55,84,68,31,193,0,1
56,53,56,60,54,94,81,93,78,54,160,0,1
65,54,49,64,82,78,97,70,95,34,151,0,1
78,55,82,70,68,72,67,14,87,26,162,0,0
73,71,82,81,82,97,86,61,98,52,222,0,0
57,56,49,54,50,100,58,68,82,87,134,0,1
77,63,58,71,74,46,82,42,83,66,158,0,0
60,62,60,65,72,93,84,87,81,43,103,0,1
70,71,62,60,65,82,57,63,72,49,165,0,0
69,58,58,70,46,93,93,61,49,94,170,0,1
87,61,65,87,50,99,93,90,60,30,138,0,0
57,58,53,65,55,96,93,72,75,68,196,0,1
55,66,65,55,58,94,77,81,85,6,171,0,1
58,67,67,65,55,79,86,53,88,93,141,0,1
67,64,62,63,62,88,52,60,79,73,153,0,1
100,82,90,100,85,100,99,98,93,56,194,0,0
65,59,53,68,52,79,45,48,69,93,190,0,1
55,60,58,65,53,69,65,74,76,63,159,0,1
74,71,77,70,95,100,96,98,94,68,138,0,0
60,74,56,68,54,83,66,65,74,63,196,0,1
60,61,77,68,72,82,84,97,9,6,154,0,0
71,81,58,58,58,100,83,32,43,15,15,0,0
69,66,70,66,52,100,95,91,45,77,126,0,1
58,66,65,66,72,95,74,84,83,60,190,0,1
64,66,67,74,65,89,95,88,65,26,183,0,0
56,49,54,57,60,36,78,73,80,69,178,0,1
58,66,60,64,62,77,69,78,80,40,151,0,1
74,59,62,74,76,90,65,57,14,41,150,0,0
65,63,58,81,65,96,25,19,80,99,196,0,0
65,57,60,60,82,88,64,39,85,7,164,0,0
81,66,58,67,76,92,88,77,90,97,172,0,1
76,71,70,87,46,98,81,67,31,91,98,0,0
76,50,53,63,53,90,74,87,72,76,166,0,1
67,60,60,61,55,96,70,66,73,89,167,0,1
74,67,73,71,53,93,80,95,79,0,174,0,0
69,60,60,78,54,86,68,90,42,83,174,0,1
70,60,65,63,78,100,82,95,96,64,206,0,1
81,57,65,70,54,80,87,89,64,62,180,0,1
76,69,62,67,90,82,66,51,99,10,139,0,0
63,64,55,68,70,90,63,53,85,40,143,0,0
67,71,56,65,82,99,97,98,98,88,193,0,1
54,69,73,63,82,88,65,90,79,88,146,0,1
71,66,60,64,74,97,98,75,84,93,181,0,1
88,66,73,66,68,97,74,65,87,68,68,0,0
97,81,73,82,80,99,89,18,88,94,217,0,0
73,77,67,77,49,67,53,30,80,50,184,0,0
81,74,73,75,65,89,86,91,90,100,91,0,0
73,66,73,71,54,99,78,64,64,98,171,0,1
86,58,67,63,67,98,3,80,88,17,167,0,0
82,67,82,77,90,99,97,95,96,90,195,0,0
73,68,67,70,95,98,89,92,95,70,180,0,1
55,66,67,58,57,88,76,67,50,23,154,0,0
70,71,62,61,67,97,19,9,72,99,141,0,0
71,78,67,74,78,99,84,74,93,97,198,0,1
70,71,70,77,90,94,67,79,96,95,95,0,0
81,87,82,87,85,100,98,100,100,100,189,0,0
57,58,60,59,64,63,67,69,88,41,184,0,1
56,66,53,50,49,88,85,78,22,68,166,0,1
67,50,47,58,59,71,53,75,70,81,127,0,1
60,66,56,63,74,99,86,74,88,93,88,0,1
63,68,70,68,95,97,88,88,96,83,153,0,1
48,58,58,61,55,87,64,74,84,97,157,0,1
71,59,67,81,62,94,83,86,74,16,16,0,0
63,71,70,68,50,93,75,49,59,36,131,0,0
61,51,56,59,70,99,73,16,86,36,121,0,0
61,74,67,62,60,67,73,87,80,35,172,0,0
53,62,67,54,52,95,75,57,80,42,154,0,1
96,72,62,81,90,93,98,96,99,87,188,0,0
88,77,77,96,72,99,99,96,91,81,200,0,0
95,81,73,81,68,99,84,77,89,88,177,0,0
71,69,67,81,74,96,77,89,95,31,211,0,0
77,72,70,71,74,79,46,67,86,69,151,0,0
88,77,70,82,95,100,100,69,99,61,165,0,0
57,62,62,57,62,85,50,96,81,90,149,0,1
58,65,82,74,67,64,66,85,80,92,170,0,1
66,87,70,75,67,94,94,96,84,95,96,0,1
70,63,49,72,59,100,86,95,81,55,191,0,1
70,74,67,78,82,100,91,64,95,96,192,0,1
59,62,52,62,67,96,60,78,92,44,92,0,1
53,66,65,48,50,77,96,96,73,16,155,0,1
68,61,55,62,67,80,43,37,85,20,164,0,0
74,64,60,78,64,98,47,19,53,93,19,0,0
62,74,67,65,68,96,68,59,83,93,195,0,1
74,58,52,68,80,99,56,75,85,54,54,0,0
66,66,67,68,80,100,96,92,93,90,192,0,1
70,64,70,57,80,99,79,91,92,95,194,0,1
71,64,62,70,90,98,75,70,92,94,164,0,1
63,61,58,95,52,81,48,81,57,27,178,0,0
70,77,65,75,90,98,71,54,97,90,171,0,0
74,69,67,63,72,100,98,90,82,43,171,0,1
53,60,48,56,55,70,65,70,73,88,150,0,1
82,62,60,65,85,96,72,61,99,92,186,0,1
61,57,62,63,72,75,78,65,78,40,157,0,1
67,71,77,65,82,97,49,2,97,80,117,0,0
62,62,67,63,62,96,95,91,81,79,171,0,1
82,75,70,69,74,91,52,61,80,67,114,0,0
67,66,65,81,44,84,84,55,76,42,146,0,0
74,66,73,82,80,98,96,90,83,8,83,0,0
62,77,70,61,72,92,89,98,86,41,217,0,1
56,50,55,62,49,83,72,92,52,65,162,0,1
71,69,77,72,80,99,90,98,95,83,211,0,1
49,71,73,55,67,50,72,94,87,90,161,0,1
63,74,67,87,67,100,96,36,67,74,134,0,0
81,61,60,78,78,98,64,70,81,69,204,0,0
73,66,65,70,55,92,90,80,76,3,184,0,0
81,64,70,69,54,94,50,88,91,63,183,0,1
59,64,82,66,50,94,47,63,81,83,81,0,0
73,81,73,81,58,98,88,44,87,4,95,0,0
73,66,67,69,64,99,96,91,86,26,198,0,1
73,69,82,81,53,100,94,65,15,84,195,0,0
65,56,60,66,49,75,96,82,77,73,171,0,1
64,62,73,77,65,100,61,75,87,0,149,0,0
96,61,58,75,62,96,85,57,52,100,57,0,0
60,60,70,65,62,92,92,85,89,0,200,0,1
68,69,60,61,60,96,70,34,65,44,163,0,0
57,60,60,57,60,94,74,33,68,54,135,0,1
54,57,58,67,53,98,66,74,60,57,173,0,1
56,69,73,65,50,58,68,52,71,85,150,0,1
59,64,64,55,58,89,68,89,79,56,155,0,1
81,58,70,95,62,99,1,29,93,81,154,0,0
87,69,73,74,78,97,93,100,98,82,170,0,1
71,62,60,68,62,88,34,41,79,94,144,0,0
68,71,82,70,90,93,95,88,100,47,169,0,0
65,59,56,66,72,84,83,94,91,79,175,0,1
69,69,60,68,82,96,83,91,97,17,91,0,0
61,56,50,55,65,88,89,66,81,80,80,0,1
82,72,73,87,76,96,80,76,82,81,169,0,0
74,69,64,70,82,100,99,75,95,69,75,0,0
74,66,58,68,68,85,26,84,80,72,197,0,0
62,71,70,67,74,95,82,67,69,62,164,0,0
70,64,58,67,52,99,85,67,69,77,128,0,1
65,61,64,58,58,98,47,77,77,31,156,0,1
70,60,55,65,64,66,66,61,83,93,172,0,1
73,69,62,95,82,90,92,92,97,56,91,0,0
77,68,82,82,64,100,99,84,71,56,143,0,0
76,66,77,60,67,53,94,80,83,90,155,0,1
67,64,65,71,65,92,78,81,78,95,141,0,1
63,61,58,63,49,60,91,44,78,87,172,0,1
54,75,62,71,68,59,86,96,76,99,172,0,1
73,57,65,70,58,91,87,81,69,90,158,0,1
47,62,53,53,57,89,76,79,89,28,156,0,1
60,81,67,64,64,90,67,60,87,15,157,0,0
73,71,60,78,76,83,70,88,82,85,108,0,0
71,74,64,66,80,83,97,72,94,88,143,0,1
66,66,67,59,68,100,83,93,90,94,172,0,1
60,57,73,64,55,77,73,79,77,77,77,0,1
63,68,70,66,64,67,94,24,52,77,192,0,0
73,66,100,72,60,96,92,92,77,18,205,0,0
81,74,67,77,64,99,88,94,88,51,94,0,0
63,67,67,71,80,98,96,62,81,77,149,0,1
81,61,70,70,74,92,96,92,84,84,178,0,1
82,65,64,77,68,100,47,51,89,76,76,0,0
73,66,65,69,50,89,78,85,2,38,176,0,0
63,65,62,71,74,93,80,84,96,83,118,0,1
70,71,91,81,78,92,40,90,88,34,173,0,0
65,63,64,71,68,94,90,83,72,47,83,0,0
57,55,60,62,54,71,57,73,51,87,173,0,1
58,68,60,55,58,85,76,69,27,80,149,0,1
70,77,67,62,80,96,94,81,88,57,160,0,1
60,77,67,64,46,81,63,77,82,78,164,0,1
53,52,53,49,59,59,57,95,90,90,138,0,1
53,62,60,65,57,87,62,68,74,44,145,0,1
77,54,58,70,62,96,66,52,62,59,108,0,0
74,72,73,74,82,97,91,75,97,69,177,0,0
54,57,56,60,53,77,73,49,50,99,143,0,1
59,77,60,59,49,98,80,83,50,82,184,0,1
65,74,56,55,62,78,66,49,83,19,167,0,0
61,95,73,58,100,85,98,98,100,0,178,0,0
62,71,67,57,76,63,84,86,89,93,152,0,1
56,55,64,54,48,83,59,80,77,91,165,0,1
74,74,64,68,64,85,44,79,76,46,191,0,0
74,65,62,74,70,79,35,32,80,68,125,0,0
55,62,62,63,46,76,81,79,82,10,121,0,1
81,74,82,96,82,90,63,93,86,26,192,0,0
95,58,65,74,50,99,51,92,87,5,159,0,0
53,58,70,51,59,92,83,58,62,55,55,0,1
65,77,73,53,74,92,74,77,77,26,159,0,0
57,60,54,61,60,88,74,36,84,38,84,0,0
70,54,55,56,62,96,63,90,72,52,161,0,1
59,69,67,75,49,96,84,78,81,62,209,0,1
50,56,65,65,54,44,60,89,82,75,180,0,1
57,64,65,67,46,55,99,90,62,14,164,0,0
54,55,62,61,44,95,74,78,55,42,162,0,1
67,62,58,63,70,82,77,76,77,83,195,0,1
77,65,70,87,68,94,72,62,89,89,162,0,0
76,74,70,77,68,96,94,87,84,96,87,0,0
68,57,60,58,59,78,83,77,73,38,172,0,1
100,87,100,100,82,100,100,100,99,85,200,0,0
51,53,56,52,58,95,38,91,58,58,188,0,1
86,66,70,71,74,100,100,91,89,97,186,0,1
63,61,70,61,60,85,88,85,87,92,153,0,1
53,66,58,61,80,51,47,53,90,88,151,0,0
64,60,56,57,72,63,87,10,79,78,183,0,0
58,52,55,64,62,84,40,76,75,90,140,0,1
58,59,60,55,80,45,60,62,96,62,105,0,0
73,64,67,69,82,97,53,64,84,93,182,0,0
65,55,52,67,57,91,75,56,71,79,130,0,1
63,66,70,72,58,96,41,94,74,87,202,0,1
70,56,58,69,52,72,57,59,52,70,169,0,0
52,48,53,56,65,69,87,66,75,95,173,0,1
68,64,70,66,67,75,87,86,82,77,77,0,1
64,64,58,63,53,84,92,81,68,97,138,0,1
64,58,64,68,57,92,69,72,77,71,191,0,1
82,57,54,87,62,100,99,21,71,88,88,0,0
63,66,70,62,76,77,85,100,89,90,199,0,1
65,69,64,60,60,96,91,96,56,83,141,0,1
82,75,82,77,70,91,87,69,82,92,194,0,0
76,74,82,87,57,99,82,76,68,46,76,0,0
60,66,62,63,54,47,66,73,91,88,188,0,1
81,68,56,82,70,100,78,67,76,39,152,0,0
64,62,60,55,44,99,61,33,49,97,97,0,1
76,66,65,65,62,96,76,10,92,86,180,0,0
82,71,67,75,64,100,97,70,75,59,153,0,0
67,64,67,63,82,97,79,87,95,77,151,0,1
54,68,65,53,54,72,87,57,72,83,182,0,1
69,71,70,62,53,86,71,77,59,30,146,0,0
74,65,58,63,60,99,96,93,84,9,9,0,0
67,58,53,63,49,80,51,81,73,35,205,0,1
68,53,60,61,70,46,53,30,88,69,159,0,0
65,72,73,69,67,98,88,96,93,94,94,0,1
71,75,77,81,64,90,82,90,82,73,175,0,0
65,61,60,67,65,97,41,7,87,81,168,0,0
58,68,82,58,65,86,83,86,74,92,200,0,1
58,57,55,52,52,100,85,86,85,64,123,0,1
68,55,62,60,72,91,90,77,92,76,164,0,1
73,56,67,59,76,93,40,85,86,87,141,0,1
71,63,64,77,67,85,32,40,79,73,176,0,0
60,64,65,75,72,84,67,50,88,61,118,0,0
64,66,67,71,85,81,57,15,95,60,150,0,0
73,71,77,74,80,100,100,91,92,72,213,0,1
71,51,62,58,59,97,79,80,81,35,172,0,1
60,54,58,59,49,89,44,53,89,73,146,0,1
77,75,82,77,80,99,82,85,94,86,168,0,0
68,61,55,62,42,87,50,81,53,44,162,0,1
63,54,56,66,46,87,35,45,75,90,160,0,1
77,77,77,68,78,92,96,88,83,68,139,0,0
73,69,62,71,74,97,72,24,78,98,24,0,0
73,71,73,70,95,98,89,98,97,55,194,0,0
70,59,56,64,64,70,50,86,74,87,162,0,1
56,65,64,65,65,92,82,45,82,96,185,0,1
74,74,77,87,78,94,92,88,92,94,88,0,0
60,64,60,64,64,78,62,71,61,56,56,0,0
81,74,67,69,76,100,77,85,84,42,145,0,0
87,71,60,78,64,97,90,93,81,91,93,0,1
71,64,77,62,59,87,86,87,90,37,166,0,1
76,81,91,77,95,98,100,88,93,33,171,0,0
67,58,67,65,59,84,44,26,74,62,189,0,0
70,64,65,61,53,84,78,72,70,98,180,0,1
61,66,77,70,67,96,99,37,78,39,181,0,0
81,74,67,74,76,99,86,77,74,86,187,0,0
64,66,56,63,57,78,14,67,75,73,163,0,0
68,67,58,57,50,91,60,75,72,18,153,0,0
64,69,70,69,68,92,89,89,86,50,193,0,1
74,67,77,63,68,94,93,98,89,0,98,0,0
53,60,58,61,48,59,70,56,71,93,171,0,1
74,64,60,72,68,91,91,44,78,54,176,0,0
70,77,73,65,85,97,80,94,94,24,199,0,0
77,71,60,87,78,100,98,45,89,58,125,0,0
70,58,56,65,49,100,77,93,23,61,119,0,1
95,87,82,95,67,96,96,100,89,95,180,0,0
57,69,73,63,58,83,93,92,62,84,186,0,1
81,74,82,65,72,97,100,99,95,0,161,0,0
73,74,60,70,62,81,85,92,52,43,187,0,0
63,72,82,69,68,72,84,88,77,49,49,0,0
71,75,58,61,60,95,77,72,94,83,83,0,1
57,52,55,58,65,93,66,58,77,64,158,0,1
65,56,47,68,67,76,68,63,90,78,140,0,1
86,77,67,71,85,99,77,88,96,91,189,0,0
97,58,64,68,62,89,95,90,91,14,193,0,0
100,69,67,77,82,97,94,75,91,11,187,0,0
55,56,56,64,65,61,58,65,87,81,173,0,1
82,65,62,67,60,98,78,60,79,62,179,0,1
76,74,67,74,52,93,16,50,87,68,147,0,0
68,69,62,58,90,95,99,72,91,91,193,0,1
58,55,58,69,55,98,91,81,84,54,212,0,1
67,60,58,61,53,81,36,74,80,68,161,0,1
53,60,77,71,55,79,71,14,58,74,161,0,0
100,74,67,100,68,98,75,94,94,80,112,0,0
70,58,65,65,59,91,78,58,57,97,154,0,1
70,60,56,71,48,85,67,72,78,74,170,0,1
87,96,90,87,62,100,99,98,94,85,151,0,0
73,71,77,74,55,82,78,95,86,5,188,0,0
76,69,82,95,90,93,96,8,97,88,192,0,0
70,68,70,64,50,90,49,88,60,68,157,0,1
82,59,52,69,57,90,71,55,60,43,163,0,0
77,57,70,67,50,97,67,3,82,73,173,0,0
71,82,60,81,70,94,89,97,92,100,197,0,1
68,77,55,70,74,95,73,57,88,25,148,0,0
78,62,58,82,60,91,61,56,69,5,171,0,0
57,58,64,61,74,69,92,85,98,81,161,0,1
63,66,53,61,65,74,63,24,84,67,145,0,0
61,67,62,65,58,96,75,88,85,36,182,0,1
56,52,56,61,49,93,72,79,75,61,192,0,1
78,60,60,65,42,95,95,98,5,70,171,0,1
50,55,48,56,57,44,74,73,59,99,161,0,1
78,77,70,75,90,96,83,96,96,98,157,0,0
81,66,65,74,55,95,81,85,80,27,85,0,0
76,66,73,87,80,99,90,88,65,56,146,0,0
86,81,91,77,85,99,100,99,98,44,196,0,0
63,49,56,58,58,81,47,59,89,83,140,0,1
61,56,54,66,68,98,51,44,85,89,173,0,1
71,60,58,72,65,81,49,72,82,51,187,0,0
58,59,58,59,46,96,52,52,80,85,107,0,1
55,60,55,65,53,66,49,57,81,98,139,0,1
61,65,62,67,100,66,97,72,99,69,69,0,0
57,54,56,71,70,43,71,86,81,31,161,0,0
74,63,67,77,82,79,86,93,89,72,171,0,1
59,60,58,64,53,41,68,41,76,98,141,0,1
67,66,77,61,78,76,78,67,88,72,137,0,0
68,75,65,73,59,86,80,94,80,71,195,0,1
77,68,88,74,85,97,3,25,100,80,99,0,0
63,62,62,65,90,88,97,80,98,28,148,0,0
68,65,57,70,65,84,80,63,81,95,190,0,1
86,69,57,71,78,75,78,68,99,23,178,0,0
60,68,57,57,59,59,83,59,80,67,147,0,1
59,59,61,62,68,95,72,78,84,19,196,0,1
57,56,67,58,90,93,2,29,97,22,182,0,0
57,55,62,71,50,73,64,81,68,84,144,0,1
76,65,59,78,85,97,90,58,97,28,28,0,0
61,69,57,65,78,97,82,96,87,72,175,0,1
76,68,59,81,85,84,80,97,93,92,193,0,1
80,61,55,65,78,86,74,5,86,68,182,0,0
59,59,55,60,82,50,57,74,96,3,158,0,0
69,60,62,70,85,74,70,79,95,87,168,0,1
77,71,62,84,90,90,92,26,96,73,148,0,0
61,56,59,62,73,88,97,84,88,74,164,0,1
100,68,69,88,90,100,99,95,100,81,201,0,0
79,65,66,78,95,98,82,84,99,92,153,0,0
69,63,90,75,82,100,84,47,94,72,131,0,0
80,66,62,74,78,100,88,87,99,79,144,0,1
80,71,65,82,100,100,95,96,99,71,205,0,0
86,66,68,80,90,99,99,99,100,83,173,0,0
72,52,61,62,78,94,77,92,96,92,148,0,1
82,76,73,76,85,88,46,20,93,29,151,0,0
65,61,60,72,82,62,85,84,83,77,171,0,1
77,80,62,89,82,98,99,97,100,88,106,0,0
63,60,54,64,75,81,70,54,97,87,160,0,1
79,56,57,74,95,100,93,90,100,30,186,0,0
67,53,62,56,80,95,39,90,91,74,160,0,1
91,63,82,94,100,100,93,98,100,98,191,0,0
72,60,59,65,80,76,62,68,99,98,174,0,1
76,61,57,77,100,100,92,99,98,89,161,0,1
74,79,65,65,100,94,79,80,98,89,192,0,0
82,68,59,73,82,90,76,97,98,88,209,0,1
77,79,62,81,95,98,91,73,100,32,170,0,0
77,72,55,68,82,96,58,68,98,31,181,0,0
70,50,57,76,82,80,57,33,99,81,108,0,0
74,56,59,73,85,100,94,89,97,98,207,0,1
72,58,60,68,90,99,88,55,100,82,167,0,1
86,71,68,82,95,100,100,90,100,94,170,0,0
86,68,79,85,85,100,100,100,100,99,219,0,1
96,69,86,87,95,98,93,99,99,98,165,0,0
79,78,65,87,100,98,94,99,100,100,181,0,0
